name,description,clean_text,tags,views,comments
Liz Diller: A new museum wing ... in a giant bubble,"How do you make a great public space inside a not-so-great building? Liz Diller shares the story of creating a welcoming, lighthearted -- even, dare we say it, sexy -- addition to the Hirshhorn Museum in Washington, DC. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)","['great', 'public', 'space', 'inside', 'great', 'building', 'liz', 'diller', 'share', 'story', 'create', 'welcoming', 'lighthearte', 'dare', 'sexy', 'addition', 'hirshhorn', 'museum', 'washington', 'dc', 'design', 'studio', 'session', 'ted2012', 'guest', 'curate', 'chee', 'pearlman', 'david', 'rockwell']","['architecture', 'cities', 'creativity', 'museums']",661645,79
Amory Lovins: A 40-year plan for energy,"In this intimate talk filmed at TED's offices, energy innovator Amory Lovins shows how to get the US off oil and coal by 2050, $5 trillion cheaper, with no Act of Congress, led by business for profit. The key is integrating all four energy-using sectors—and four kinds of innovation.","['intimate', 'talk', 'film', 'ted', 'office', 'energy', 'innovator', 'amory', 'lovins', 'show', 'oil', 'coal', '2050', '$', '5', 'trillion', 'cheap', 'act', 'congress', 'lead', 'business', 'profit', 'key', 'integrate', 'energy', 'sector', 'kind', 'innovation']","['Natural resources', 'alternative energy', 'business', 'climate change', 'design', 'economics', 'energy', 'engineering', 'environment', 'future', 'green', 'industrial design', 'innovation', 'invention', 'materials', 'science', 'solar energy', 'sustainability', 'technology', 'wind energy']",1144360,374
Reuben Margolin: Sculpting waves in wood and time,"Reuben Margolin is a kinetic sculptor, crafting beautiful pieces that move in the pattern of raindrops falling and waves combining. Take nine minutes and be mesmerized by his meditative art -- inspired in equal parts by math and nature.","['reuben', 'margolin', 'kinetic', 'sculptor', 'craft', 'beautiful', 'piece', 'pattern', 'raindrop', 'fall', 'wave', 'combine', 'minute', 'mesmerize', 'meditative', 'art', 'inspire', 'equal', 'part', 'math', 'nature']","['art', 'culture', 'design', 'nature']",621547,68
Gary Kovacs: Tracking our online trackers,"As you surf the Web, information is being collected about you. Web tracking is not 100% evil -- personal data can make your browsing more efficient; cookies can help your favorite websites stay in business. But, says Gary Kovacs, it's your right to know what data is being collected about you. He unveils a Firefox add-on, Collusion, to do just that. (Update: Collusion is now called Lightbeam.)","['surf', 'web', 'information', 'collect', 'web', 'tracking', '100', 'evil', 'personal', 'datum', 'browse', 'efficient', 'cooky', 'help', 'favorite', 'website', 'stay', 'business', 'say', 'gary', 'kovacs', 'right', 'know', 'datum', 'collect', 'unveil', 'firefox', 'add', 'collusion', 'update', 'collusion', 'call', 'lightbeam']","['Internet', 'advertising', 'business', 'privacy', 'technology']",2098639,257
Rory Sutherland: Perspective is everything,"The circumstances of our lives may matter less than how we see them, says Rory Sutherland. At TEDxAthens, he makes a compelling case for how reframing is the key to happiness.","['circumstance', 'life', 'matter', 'say', 'rory', 'sutherland', 'tedxathen', 'make', 'compelling', 'case', 'reframe', 'key', 'happiness']","['TEDx', 'advertising', 'culture', 'humor', 'psychology']",2371897,208
Tavi Gevinson: A teen just trying to figure it out,"Fifteen-year-old Tavi Gevinson had a hard time finding strong female, teenage role models -- so she built a space where they could find each other. At TEDxTeen, she illustrates how the conversations on sites like Rookie, her wildly popular web magazine for and by teen girls, are putting a new, unapologetically uncertain and richly complex face on modern feminism.","['year', 'old', 'tavi', 'gevinson', 'hard', 'time', 'find', 'strong', 'female', 'teenage', 'role', 'model', 'build', 'space', 'find', 'tedxteen', 'illustrate', 'conversation', 'site', 'like', 'rookie', 'wildly', 'popular', 'web', 'magazine', 'teen', 'girl', 'put', 'new', 'unapologetically', 'uncertain', 'richly', 'complex', 'face', 'modern', 'feminism']","['TEDx', 'entertainment', 'fashion', 'feminism', 'identity', 'youth']",1447603,269
Rick Guidotti: From stigma to supermodel,"Rick Guidotti is a fashion photographer with a passion project: finding and sharing the beauty of kids with albinism and other conditions that affect their physical appearance -- and the way society treats them. At TEDxPhoenix, he shares some of their stories and the empowering effects of a little glamour as he redefines their beauty in a flash.","['rick', 'guidotti', 'fashion', 'photographer', 'passion', 'project', 'find', 'share', 'beauty', 'kid', 'albinism', 'condition', 'affect', 'physical', 'appearance', 'way', 'society', 'treat', 'tedxphoenix', 'share', 'story', 'empower', 'effect', 'little', 'glamour', 'redefine', 'beauty', 'flash']","['TEDx', 'beauty', 'fashion', 'global issues', 'photography', 'race']",166959,59
Michael Tilson Thomas: Music and emotion through time,"In this epic overview, Michael Tilson Thomas traces the development of classical music through the development of written notation, the record, and the re-mix.","['epic', 'overview', 'michael', 'tilson', 'thomas', 'trace', 'development', 'classical', 'music', 'development', 'write', 'notation', 'record', 'mix']","['culture', 'entertainment', 'history', 'music']",1281099,128
JP Rangaswami: Information is food,"How do we consume data? At TED@SXSWi, technologist JP Rangaswami muses on our relationship to information, and offers a surprising and sharp insight: we treat it like food.","['consume', 'datum', 'ted@sxswi', 'technologist', 'jp', 'rangaswami', 'muse', 'relationship', 'information', 'offer', 'surprising', 'sharp', 'insight', 'treat', 'like', 'food']","['data', 'philosophy']",655406,92
"Karen Bass: Unseen footage, untamed nature","At TED2012, filmmaker Karen Bass shares some of the astonishing nature footage she's shot for the BBC and National Geographic -- including brand-new, previously unseen footage of the tube-lipped nectar bat, who feeds in a rather unusual way ...","['ted2012', 'filmmaker', 'karen', 'bass', 'share', 'astonishing', 'nature', 'footage', 'shoot', 'bbc', 'national', 'geographic', 'include', 'brand', 'new', 'previously', 'unseen', 'footage', 'tube', 'lip', 'nectar', 'bat', 'feed', 'unusual', 'way']","['adventure', 'animals', 'art', 'biodiversity', 'biology', 'cosmos', 'environment', 'exploration', 'film', 'life', 'nature', 'photography', 'science', 'science and art', 'travel']",737937,67
Joshua Foer: Feats of memory anyone can do,"There are people who can quickly memorize lists of thousands of numbers, the order of all the cards in a deck (or ten!), and much more. Science writer Joshua Foer describes the technique -- called the memory palace -- and shows off its most remarkable feature: anyone can learn how to use it, including him.","['people', 'quickly', 'memorize', 'list', 'thousand', 'number', 'order', 'card', 'deck', 'science', 'writer', 'joshua', 'foer', 'describe', 'technique', 'call', 'memory', 'palace', 'show', 'remarkable', 'feature', 'learn', 'use', 'include']","['brain', 'cognitive science', 'culture', 'intelligence', 'memory', 'mind', 'neuroscience', 'psychology', 'science']",4754217,240
"Renny Gleeson: 404, the story of a page not found","Oops! Nobody wants to see the 404: Page Not Found. But as Renny Gleeson shows us, while he runs through a slideshow of creative and funny 404 pages, every error is really a chance to build a better relationship.","['oops', 'want', '404', 'page', 'find', 'renny', 'gleeson', 'show', 'run', 'slideshow', 'creative', 'funny', '404', 'page', 'error', 'chance', 'build', 'well', 'relationship']","['marketing', 'technology', 'web']",1605113,151
José Bowen: Beethoven the businessman,"The revolution that made music more marketable, more personal and easier to pirate began ... at the dawn of the 19th century. José Bowen outlines how new printing technology and an improved piano gave rise to the first music industry.","['revolution', 'music', 'marketable', 'personal', 'easy', 'pirate', 'begin', 'dawn', '19th', 'century', 'josé', 'bowen', 'outline', 'new', 'printing', 'technology', 'improved', 'piano', 'give', 'rise', 'music', 'industry']","['TEDx', 'business', 'history', 'music']",117756,73
Bart Knols: 3 new ways to kill mosquitoes,"We can use a mosquito's own instincts against her. In a rather unforgettable presentation, Bart Knols demos the imaginative solutions his team is developing to fight malaria -- including Limburger cheese and a deadly pill.","['use', 'mosquito', 'instinct', 'unforgettable', 'presentation', 'bart', 'knols', 'demos', 'imaginative', 'solution', 'team', 'develop', 'fight', 'malaria', 'include', 'limburger', 'cheese', 'deadly', 'pill']","['TEDx', 'global issues', 'health', 'insects', 'medicine']",264684,182
Tali Sharot: The optimism bias,"Are we born to be optimistic, rather than realistic? Tali Sharot shares new research that suggests our brains are wired to look on the bright side -- and how that can be both dangerous and beneficial.","['bear', 'optimistic', 'realistic', 'tali', 'sharot', 'share', 'new', 'research', 'suggest', 'brain', 'wire', 'look', 'bright', 'dangerous', 'beneficial']","['behavioral economics', 'brain', 'cognitive science', 'culture', 'decision-making', 'happiness', 'life', 'mind', 'neuroscience', 'personality', 'psychology', 'science', 'sociology']",1995401,240
Jean-Baptiste Michel: The mathematics of history,"What can mathematics say about history? According to TED Fellow Jean-Baptiste Michel, quite a lot. From changes to language to the deadliness of wars, he shows how digitized history is just starting to reveal deep underlying patterns.","['mathematic', 'history', 'accord', 'ted', 'fellow', 'jean', 'baptiste', 'michel', 'lot', 'change', 'language', 'deadliness', 'war', 'show', 'digitize', 'history', 'start', 'reveal', 'deep', 'underlie', 'pattern']","['TED Fellows', 'algorithm', 'anthropology', 'collaboration', 'history', 'language', 'literature', 'math', 'science']",1183303,101
David Kelley: How to build your creative confidence,"Is your school or workplace divided into ""creatives"" versus practical people? Yet surely, David Kelley suggests, creativity is not the domain of only a chosen few. Telling stories from his legendary design career and his own life, he offers ways to build the confidence to create... (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)","['school', 'workplace', 'divide', 'creative', 'versus', 'practical', 'people', 'surely', 'david', 'kelley', 'suggest', 'creativity', 'domain', 'choose', 'tell', 'story', 'legendary', 'design', 'career', 'life', 'offer', 'way', 'build', 'confidence', 'create', 'design', 'studio', 'session', 'ted2012', 'guest', 'curate', 'chee', 'pearlman', 'david', 'rockwell']","['creativity', 'design', 'fear', 'technology']",4389731,213
Carl Schoonover: How to look inside the brain,"There have been remarkable advances in understanding the brain, but how do you actually study the neurons inside it? Using gorgeous imagery, neuroscientist and TED Fellow Carl Schoonover shows the tools that let us see inside our brains.","['remarkable', 'advance', 'understand', 'brain', 'actually', 'study', 'neuron', 'inside', 'gorgeous', 'imagery', 'neuroscientist', 'ted', 'fellow', 'carl', 'schoonover', 'show', 'tool', 'let', 'inside', 'brain']","['TED Fellows', 'art', 'biology', 'biomimicry', 'biotech', 'brain', 'cognitive science', 'engineering', 'medical research', 'neuroscience', 'physiology', 'science', 'science and art', 'technology']",890283,79
